Issue key,Version,
HIVE-12260,2.0.0,
HIVE-12257,2.0.0,hcatalog/streaming/src/test/org/apache/hive/hcatalog/streaming/TestStreaming.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/FileDump.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/JsonFileDump.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRawRecordMerger.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRecordUpdater.java
HIVE-12246,2.0.0,
HIVE-12238,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFDateString.java;ql/src/test/org/apache/hadoop/hive/ql/exec/vector/expressions/TestVectorDateExpressions.java
HIVE-12234,2.0.0,beeline/src/java/org/apache/hive/beeline/Commands.java;beeline/src/java/org/apache/hive/beeline/DatabaseConnection.java
HIVE-12223,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/ppd/ExprWalkerProcFactory.java
HIVE-12215,2.0.0,metastore/src/gen/thrift/gen-cpp/ThriftHiveMetastore.cpp;metastore/src/gen/thrift/gen-cpp/ThriftHiveMetastore_server.skeleton.cpp;metastore/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClient.java;metastore/src/java/org/apache/hadoop/hive/metastore/IMetaStoreClient.java;ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java;ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java;ql/src/java/org/apache/hadoop/hive/ql/parse/DDLSemanticAnalyzer.java
HIVE-12210,2.0.0,
HIVE-12208,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/MapJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinCommonOperator.java
HIVE-12207,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/RexNodeConverter.java
HIVE-12204,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionPoolManager.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezTask.java;ql/src/test/org/apache/hadoop/hive/ql/exec/tez/TestTezSessionPool.java
HIVE-12198,2.0.0,llap-server/src/java/org/apache/hadoop/hive/llap/cache/BuddyAllocator.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java
HIVE-12189,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/ppd/ExprWalkerInfo.java
HIVE-12171,2.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;llap-server/src/java/org/apache/hadoop/hive/llap/cache/BuddyAllocator.java;llap-server/src/java/org/apache/hadoop/hive/llap/cache/LowLevelCacheMemoryManager.java;llap-server/src/java/org/apache/hadoop/hive/llap/cache/MemoryManager.java;llap-server/src/test/org/apache/hadoop/hive/llap/cache/TestBuddyAllocator.java;llap-server/src/test/org/apache/hadoop/hive/llap/cache/TestOrcMetadataCache.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java
HIVE-12166,2.0.0,llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
HIVE-12090,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/MapJoinBytesTableContainer.java
HIVE-12068,2.0.0,
HIVE-12058,2.0.0,
HIVE-12039,2.0.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestSSL.java;itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestSSL.java
HIVE-12021,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HivePreFilteringRule.java
HIVE-12008,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/UnionOperator.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ColumnPrunerProcCtx.java
HIVE-11980,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ArrayWritableObjectInspector.java
HIVE-11975,2.0.0,
HIVE-11966,2.0.0,jdbc/src/java/org/apache/hive/jdbc/ZooKeeperHiveClientHelper.java
HIVE-11954,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/OperatorUtils.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConvertJoinMapJoin.java
HIVE-11945,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/MetadataReader.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/ReaderImpl.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/RecordReaderUtils.java
HIVE-11932,2.0.0,jdbc/src/java/org/apache/hive/jdbc/ZooKeeperHiveClientHelper.java
HIVE-11928,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/InStream.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/MetadataReader.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/ReaderImpl.java
HIVE-11922,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java
HIVE-11889,2.0.0,ql/src/test/org/apache/hadoop/hive/ql/exec/persistence/TestBytesBytesMultiHashMap.java;ql/src/test/org/apache/hadoop/hive/ql/exec/persistence/TestHashPartition.java
HIVE-11875,2.0.0,jdbc/src/java/org/apache/hive/jdbc/ZooKeeperHiveClientHelper.java
HIVE-11863,2.0.0,
HIVE-11860,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/StatsNoJobTask.java
HIVE-11847,2.0.0,
HIVE-11843,2.0.0,
HIVE-11842,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/lib/RuleRegExp.java
HIVE-11841,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/tools/KeyValuesInputMerger.java
HIVE-11838,2.0.0,
HIVE-11835,2.0.0,common/src/test/org/apache/hadoop/hive/common/type/TestHiveDecimal.java;storage-api/src/java/org/apache/hadoop/hive/common/type/HiveDecimal.java
HIVE-11832,2.0.0,service/src/java/org/apache/hive/service/cli/Column.java
HIVE-11826,2.0.0,itests/hive-unit-hadoop2/src/test/java/org/apache/hadoop/hive/thrift/TestHadoopAuthBridge23.java;shims/common/src/main/java/org/apache/hadoop/hive/thrift/HadoopThriftAuthBridge.java;itests/hive-unit-hadoop2/src/test/java/org/apache/hadoop/hive/thrift/TestHadoopAuthBridge23.java;shims/common/src/main/java/org/apache/hadoop/hive/thrift/HadoopThriftAuthBridge.java
HIVE-11824,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/MoveTask.java
HIVE-11821,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConvertJoinMapJoin.java
HIVE-11820,2.0.0,shims/0.20S/src/main/java/org/apache/hadoop/hive/shims/Hadoop20SShims.java;shims/0.23/src/main/java/org/apache/hadoop/hive/shims/Hadoop23Shims.java
HIVE-11813,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java
HIVE-11801,2.0.0,
HIVE-11795,2.0.0,
HIVE-11792,2.0.0,common/src/java/org/apache/hadoop/hive/common/jsonexplain/tez/Op.java;common/src/java/org/apache/hadoop/hive/common/jsonexplain/tez/Stage.java;common/src/java/org/apache/hadoop/hive/common/jsonexplain/tez/TezJsonParser.java;ql/src/java/org/apache/hadoop/hive/ql/exec/ExplainTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezTask.java;ql/src/java/org/apache/hadoop/hive/ql/hooks/ATSHook.java
HIVE-11781,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveLimit.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveSortLimit.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/stats/HiveRelMdMemory.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/stats/HiveRelMdParallelism.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/ASTConverter.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/HiveOpConverter.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierUtil.java;ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java
HIVE-11761,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/KeyWrapperFactory.java
HIVE-11751,2.0.0,
HIVE-11745,2.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/security/FolderPermissionBase.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-11726,2.0.0,
HIVE-11723,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-11721,2.0.0,
HIVE-11710,2.0.0,itests/hive-unit/src/test/java/org/apache/hive/beeline/TestBeeLineWithArgs.java;service/src/java/org/apache/hive/service/cli/operation/HiveCommandOperation.java;service/src/java/org/apache/hive/service/cli/operation/SQLOperation.java
HIVE-11705,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcSerde.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/RecordReaderImpl.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/ProjectionPusher.java;ql/src/java/org/apache/hadoop/hive/ql/io/sarg/ConvertAstToSearchArg.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ColumnPrunerProcFactory.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java;serde/src/java/org/apache/hadoop/hive/serde2/ColumnProjectionUtils.java;storage-api/src/java/org/apache/hadoop/hive/ql/io/sarg/SearchArgumentFactory.java;storage-api/src/java/org/apache/hadoop/hive/ql/io/sarg/SearchArgumentImpl.java
HIVE-11698,2.0.0,
HIVE-11696,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ArrayWritableObjectInspector.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ParquetHiveArrayInspector.java
HIVE-11669,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/FileDump.java
HIVE-11658,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/LoadSemanticAnalyzer.java
HIVE-11652,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/lib/DefaultGraphWalker.java;ql/src/java/org/apache/hadoop/hive/ql/lib/ForwardWalker.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ColumnPruner.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConstantPropagate.java
HIVE-11604,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/IdentityProjectRemover.java
HIVE-11602,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionRegistry.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFBaseNumeric.java
HIVE-11596,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFBasePad.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFNvl.java
HIVE-11594,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/ColumnStatsSemanticAnalyzer.java
HIVE-11592,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/ReaderImpl.java
HIVE-11590,2.0.0,serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroDeserializer.java;serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroSerDe.java;serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroSerdeUtils.java;serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroSerializer.java
HIVE-11581,2.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;jdbc/src/java/org/apache/hive/jdbc/HiveConnection.java;jdbc/src/java/org/apache/hive/jdbc/Utils.java;jdbc/src/java/org/apache/hive/jdbc/ZooKeeperHiveClientHelper.java;service/src/java/org/apache/hive/service/server/HiveServer2.java
HIVE-11578,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/plan/ExplainWork.java
HIVE-11573,2.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/Optimizer.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/PointLookupOptimizer.java
HIVE-11556,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveFilter.java
HIVE-11546,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/Reader.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/ReaderImpl.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java
HIVE-11541,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java
HIVE-11511,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/FileDump.java
HIVE-11498,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/Driver.java
HIVE-11497,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/FileDump.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/JsonFileDump.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRecordUpdater.java
HIVE-11493,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/TypeCheckProcFactory.java
HIVE-11476,2.0.0,serde/src/java/org/apache/hadoop/hive/serde2/typeinfo/TypeInfoUtils.java
HIVE-11472,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java;shims/0.23/src/main/java/org/apache/hadoop/hive/shims/Hadoop23Shims.java;shims/common/src/main/java/org/apache/hadoop/hive/shims/HadoopShims.java;shims/common/src/main/java/org/apache/hadoop/hive/shims/HadoopShimsSecure.java
HIVE-11468,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorizationContext.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/FilterStringColumnInList.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/FilterStructColumnInList.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/IStructInExpr.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/StringColumnInList.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/StructColumnInList.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/Vectorizer.java
HIVE-11462,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConstantPropagateProcFactory.java;ql/src/java/org/apache/hadoop/hive/ql/plan/ExprNodeConstantDesc.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFIn.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFStruct.java;serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspectorUtils.java
HIVE-11452,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcFile.java
HIVE-11451,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-11446,2.0.0,
HIVE-11434,2.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/exec/spark/RemoteHiveSparkClient.java;spark-client/src/main/java/org/apache/hive/spark/client/SparkClientImpl.java
HIVE-11433,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/ParseUtils.java
HIVE-11430,2.0.0,
HIVE-11428,2.0.0,serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/StandardConstantStructObjectInspector.java;ql/src/java/org/apache/hadoop/hive/ql/stats/StatsUtils.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFIn.java;serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspectorFactory.java;serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspectorUtils.java
HIVE-11425,2.0.0,
HIVE-11423,2.0.0,
HIVE-11413,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/Driver.java
HIVE-11406,2.0.0,ant/src/org/apache/hadoop/hive/ant/GenVectorCode.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/StringExpr.java
HIVE-11397,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-11375,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConstantPropagateProcFactory.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDF.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPAnd.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPEqual.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPEqualOrGreaterThan.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPEqualOrLessThan.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPGreaterThan.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPLessThan.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPNotEqual.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPNotNull.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPNull.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPOr.java
HIVE-11332,2.0.0,
HIVE-11312,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/TypeCheckProcFactory.java
HIVE-11303,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezTask.java;common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/exec/JoinUtil.java;ql/src/java/org/apache/hadoop/hive/ql/exec/MapJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/Operator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/KeyValuesAdapter.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/KeyValuesFromKeyValue.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/KeyValuesFromKeyValues.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/ReduceRecordProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/ReduceRecordSource.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorMapJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinCommonOperator.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConvertJoinMapJoin.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/MapJoinProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ReduceSinkMapJoinProc.java;ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezProcContext.java;ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezUtils.java;ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezWork.java;ql/src/java/org/apache/hadoop/hive/ql/plan/BaseWork.java;ql/src/java/org/apache/hadoop/hive/ql/plan/CommonMergeJoinDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/ExprNodeDescUtils.java;ql/src/java/org/apache/hadoop/hive/ql/plan/MapJoinDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/ReduceWork.java
HIVE-11293,2.0.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcDriver2.java;jdbc/src/java/org/apache/hive/jdbc/HiveConnection.java
HIVE-11284,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveJoinProjectTransposeRule.java;ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java
HIVE-11258,2.0.0,metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-11255,2.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestHiveMetaStore.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-11237,2.0.0,
HIVE-11230,2.0.0,metastore/src/java/org/apache/hadoop/hive/metastore/IMetaStoreClient.java
HIVE-11229,2.0.0,hcatalog/streaming/src/java/org/apache/hive/hcatalog/streaming/mutate/worker/MetaStorePartitionHelper.java;hcatalog/streaming/src/java/org/apache/hive/hcatalog/streaming/mutate/worker/MutatorCoordinator.java;hcatalog/streaming/src/java/org/apache/hive/hcatalog/streaming/mutate/worker/MutatorCoordinatorBuilder.java;hcatalog/streaming/src/java/org/apache/hive/hcatalog/streaming/mutate/worker/PartitionHelper.java;hcatalog/streaming/src/java/org/apache/hive/hcatalog/streaming/mutate/worker/WarehousePartitionHelper.java;hcatalog/streaming/src/test/org/apache/hive/hcatalog/streaming/mutate/worker/TestMetaStorePartitionHelper.java;hcatalog/streaming/src/test/org/apache/hive/hcatalog/streaming/mutate/worker/TestMutatorCoordinator.java;hcatalog/streaming/src/test/org/apache/hive/hcatalog/streaming/mutate/worker/TestWarehousePartitionHelper.java
HIVE-11228,2.0.0,hcatalog/streaming/src/java/org/apache/hive/hcatalog/streaming/mutate/client/MutatorClient.java;hcatalog/streaming/src/java/org/apache/hive/hcatalog/streaming/mutate/client/lock/Lock.java;hcatalog/streaming/src/test/org/apache/hive/hcatalog/streaming/mutate/client/lock/TestLock.java
HIVE-11221,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/MergeFileRecordProcessor.java
HIVE-11215,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinRowBytesContainer.java
HIVE-11202,2.0.0,
HIVE-11198,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/LoadSemanticAnalyzer.java
HIVE-11194,2.0.0,common/src/java/org/apache/hadoop/hive/common/FileUtils.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-11165,2.0.0,
HIVE-11157,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
HIVE-11135,2.0.0,beeline/src/java/org/apache/hive/beeline/BeeLineOpts.java
HIVE-11122,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/WriterImpl.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java
HIVE-11120,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/MoveTask.java;ql/src/java/org/apache/hadoop/hive/ql/io/HiveFileFormatUtils.java;ql/src/java/org/apache/hadoop/hive/ql/io/SequenceFileInputFormatChecker.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/parse/LoadSemanticAnalyzer.java
HIVE-11118,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/ErrorMsg.java;ql/src/java/org/apache/hadoop/hive/ql/io/FileFormatException.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/ReaderImpl.java;ql/src/java/org/apache/hadoop/hive/ql/parse/LoadSemanticAnalyzer.java
HIVE-11102,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/ReaderImpl.java
HIVE-11058,2.0.0,
HIVE-11051,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/HybridHashTableContainer.java;ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/MapJoinBytesTableContainer.java
HIVE-11043,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java
HIVE-11038,2.0.0,
HIVE-11035,2.0.0,serde/src/java/org/apache/hadoop/hive/serde2/ColumnProjectionUtils.java
HIVE-11031,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/OrcFileMergeOperator.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/ColumnStatisticsImpl.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcFileKeyWrapper.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcFileStripeMergeRecordReader.java
HIVE-11023,2.0.0,metastore/src/java/org/apache/hadoop/hive/metastore/MetaStoreDirectSql.java
HIVE-11021,2.0.0,
HIVE-10996,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/ColumnInfo.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ColumnPrunerProcCtx.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ColumnPrunerProcFactory.java
HIVE-10974,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
HIVE-10972,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DummyTxnManager.java;ql/src/java/org/apache/hadoop/hive/ql/lockmgr/HiveLockObject.java;ql/src/java/org/apache/hadoop/hive/ql/lockmgr/zookeeper/ZooKeeperHiveLockManager.java;ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDummyTxnManager.java
HIVE-10707,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java
HIVE-10651,2.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java
HIVE-10233,2.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/HashTableLoader.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/MemoryDecider.java;ql/src/java/org/apache/hadoop/hive/ql/parse/TezCompiler.java;ql/src/java/org/apache/hadoop/hive/ql/plan/AbstractOperatorDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/OperatorDesc.java
HIVE-10021,2.0.0,
HIVE-9499,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java;ql/src/java/org/apache/hadoop/hive/ql/parse/ParseContext.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-7428,2.0.0,
HIVE-4413,2.0.0,
