Issue key,Version,Priority
HIVE-22412,2.0.0,Major
HIVE-22196,2.0.0,Major
HIVE-21157,2.0.0,Minor
HIVE-21033,2.0.0,Major
HIVE-20345,2.0.0,Major
HIVE-18742,2.0.0,Major
HIVE-18735,2.0.0,Major
HIVE-18624,2.0.0,Major
HIVE-18250,2.0.0,Major
HIVE-18090,2.0.0,Major
HIVE-17368,2.0.0,Major
HIVE-17126,2.0.0,Major
HIVE-16769,2.0.0,Major
HIVE-16654,2.0.0,Major
HIVE-16507,2.0.0,Major
HIVE-16450,2.0.0,Major
HIVE-16385,2.0.0,Major
HIVE-15769,2.0.0,Major
HIVE-15766,2.0.0,Major
HIVE-15756,2.0.0,Critical
HIVE-15752,2.0.0,Major
HIVE-15517,2.0.0,Major
HIVE-15329,2.0.0,Major
HIVE-15311,2.0.0,Major
HIVE-15297,2.0.0,Major
HIVE-15247,2.0.0,Major
HIVE-15234,2.0.0,Major
HIVE-15160,2.0.0,Major
HIVE-15110,2.0.0,Major
HIVE-15096,2.0.0,Major
HIVE-15054,2.0.0,Major
HIVE-14742,2.0.0,Major
HIVE-14620,2.0.0,Major
HIVE-14393,2.0.0,Major
HIVE-14367,2.0.0,Major
HIVE-14342,2.0.0,Major
HIVE-14324,2.0.0,Critical
HIVE-14322,2.0.0,Major
HIVE-14296,2.0.0,Major
HIVE-14251,2.0.0,Major
HIVE-14241,2.0.0,Critical
HIVE-14236,2.0.0,Major
HIVE-14229,2.0.0,Major
HIVE-14210,2.0.0,Major
HIVE-14153,2.0.0,Major
HIVE-14133,2.0.0,Major
HIVE-14132,2.0.0,Major
HIVE-14038,2.0.0,Major
HIVE-14015,2.0.0,Major
HIVE-14006,2.0.0,Major
HIVE-13989,2.0.0,Major
HIVE-13932,2.0.0,Major
HIVE-13858,2.0.0,Blocker
HIVE-13844,2.0.0,Minor
HIVE-13837,2.0.0,Major
HIVE-13833,2.0.0,Minor
HIVE-13829,2.0.0,Major
HIVE-13813,2.0.0,Major
HIVE-13809,2.0.0,Major
HIVE-13768,2.0.0,Major
HIVE-13756,2.0.0,Major
HIVE-13754,2.0.0,Major
HIVE-13725,2.0.0,Critical
HIVE-13704,2.0.0,Critical
HIVE-13699,2.0.0,Minor
HIVE-13693,2.0.0,Major
HIVE-13676,2.0.0,Major
HIVE-13619,2.0.0,Major
HIVE-13618,2.0.0,Major
HIVE-13608,2.0.0,Major
HIVE-13602,2.0.0,Major
HIVE-13570,2.0.0,Major
HIVE-13561,2.0.0,Major
HIVE-13553,2.0.0,Minor
HIVE-13542,2.0.0,Major
HIVE-13523,2.0.0,Major
HIVE-13512,2.0.0,Minor
HIVE-13463,2.0.0,Major
HIVE-13456,2.0.0,Major
HIVE-13452,2.0.0,Major
HIVE-13440,2.0.0,Major
HIVE-13439,2.0.0,Major
HIVE-13428,2.0.0,Blocker
HIVE-13423,2.0.0,Major
HIVE-13410,2.0.0,Major
HIVE-13408,2.0.0,Major
HIVE-13405,2.0.0,Major
HIVE-13395,2.0.0,Blocker
HIVE-13394,2.0.0,Major
HIVE-13390,2.0.0,Major
HIVE-13383,2.0.0,Major
HIVE-13381,2.0.0,Major
HIVE-13373,2.0.0,Major
HIVE-13361,2.0.0,Critical
HIVE-13335,2.0.0,Major
HIVE-13333,2.0.0,Major
HIVE-13330,2.0.0,Critical
HIVE-13326,2.0.0,Major
HIVE-13320,2.0.0,Major
HIVE-13300,2.0.0,Major
HIVE-13299,2.0.0,Major
HIVE-13293,2.0.0,Major
HIVE-13286,2.0.0,Critical
HIVE-13285,2.0.0,Critical
HIVE-13280,2.0.0,Major
HIVE-13261,2.0.0,Major
HIVE-13260,2.0.0,Major
HIVE-13240,2.0.0,Major
HIVE-13236,2.0.0,Major
HIVE-13235,2.0.0,Major
HIVE-13225,2.0.0,Major
HIVE-13217,2.0.0,Minor
HIVE-13216,2.0.0,Minor
HIVE-13201,2.0.0,Major
HIVE-13200,2.0.0,Major
HIVE-13191,2.0.0,Major
HIVE-13186,2.0.0,Major
HIVE-13175,2.0.0,Major
HIVE-13174,2.0.0,Major
HIVE-13169,2.0.0,Major
HIVE-13163,2.0.0,Major
HIVE-13159,2.0.0,Major
HIVE-13151,2.0.0,Major
HIVE-13144,2.0.0,Major
HIVE-13141,2.0.0,Minor
HIVE-13134,2.0.0,Major
HIVE-13126,2.0.0,Major
HIVE-13108,2.0.0,Major
HIVE-13105,2.0.0,Critical
HIVE-13101,2.0.0,Minor
HIVE-13096,2.0.0,Major
HIVE-13094,2.0.0,Major
HIVE-13083,2.0.0,Major
HIVE-13082,2.0.0,Major
HIVE-13071,2.0.0,Major
HIVE-13065,2.0.0,Major
HIVE-13062,2.0.0,Major
HIVE-13042,2.0.0,Major
HIVE-13039,2.0.0,Major
HIVE-13036,2.0.0,Major
HIVE-13032,2.0.0,Blocker
HIVE-13024,2.0.0,Blocker
HIVE-13023,2.0.0,Blocker
HIVE-12999,2.0.0,Major
HIVE-12996,2.0.0,Major
HIVE-12993,2.0.0,Major
HIVE-12992,2.0.0,Major
HIVE-12981,2.0.0,Critical
HIVE-12964,2.0.0,Major
HIVE-12947,2.0.0,Critical
HIVE-12945,2.0.0,Critical
HIVE-12937,2.0.0,Major
HIVE-12933,2.0.0,Major
HIVE-12931,2.0.0,Major
HIVE-12927,2.0.0,Critical
HIVE-12926,2.0.0,Critical
HIVE-12911,2.0.0,Blocker
HIVE-12909,2.0.0,Major
HIVE-12905,2.0.0,Blocker
HIVE-12904,2.0.0,Critical
HIVE-12896,2.0.0,Major
HIVE-12893,2.0.0,Major
HIVE-12879,2.0.0,Major
HIVE-12864,2.0.0,Major
HIVE-12826,2.0.0,Major
HIVE-12824,2.0.0,Major
HIVE-12820,2.0.0,Major
HIVE-12815,2.0.0,Major
HIVE-12809,2.0.0,Major
HIVE-12808,2.0.0,Major
HIVE-12800,2.0.0,Major
HIVE-12797,2.0.0,Critical
HIVE-12786,2.0.0,Major
HIVE-12784,2.0.0,Major
HIVE-12768,2.0.0,Blocker
HIVE-12767,2.0.0,Major
HIVE-12766,2.0.0,Major
HIVE-12762,2.0.0,Major
HIVE-12758,2.0.0,Major
HIVE-12743,2.0.0,Major
HIVE-12741,2.0.0,Major
HIVE-12740,2.0.0,Critical
HIVE-12735,2.0.0,Major
HIVE-12734,2.0.0,Major
HIVE-12728,2.0.0,Critical
HIVE-12726,2.0.0,Major
HIVE-12725,2.0.0,Major
HIVE-12724,2.0.0,Blocker
HIVE-12712,2.0.0,Major
HIVE-12708,2.0.0,Major
HIVE-12698,2.0.0,Major
HIVE-12694,2.0.0,Major
HIVE-12688,2.0.0,Blocker
HIVE-12687,2.0.0,Major
HIVE-12685,2.0.0,Major
HIVE-12684,2.0.0,Major
HIVE-12662,2.0.0,Major
HIVE-12657,2.0.0,Major
HIVE-12643,2.0.0,Major
HIVE-12639,2.0.0,Major
HIVE-12633,2.0.0,Major
HIVE-12609,2.0.0,Major
HIVE-12603,2.0.0,Major
HIVE-12601,2.0.0,Major
HIVE-12599,2.0.0,Major
HIVE-12596,2.0.0,Major
HIVE-12590,2.0.0,Critical
HIVE-12584,2.0.0,Critical
HIVE-12578,2.0.0,Major
HIVE-12577,2.0.0,Critical
HIVE-12572,2.0.0,Critical
HIVE-12569,2.0.0,Major
HIVE-12542,2.0.0,Major
HIVE-12537,2.0.0,Critical
HIVE-12532,2.0.0,Critical
HIVE-12510,2.0.0,Major
HIVE-12509,2.0.0,Major
HIVE-12508,2.0.0,Major
HIVE-12503,2.0.0,Major
HIVE-12500,2.0.0,Major
HIVE-12498,2.0.0,Major
HIVE-12491,2.0.0,Major
HIVE-12490,2.0.0,Major
HIVE-12487,2.0.0,Critical
HIVE-12479,2.0.0,Critical
HIVE-12478,2.0.0,Major
HIVE-12477,2.0.0,Major
HIVE-12473,2.0.0,Blocker
HIVE-12472,2.0.0,Major
HIVE-12465,2.0.0,Blocker
HIVE-12463,2.0.0,Major
HIVE-12462,2.0.0,Blocker
HIVE-12456,2.0.0,Major
HIVE-12453,2.0.0,Major
HIVE-12452,2.0.0,Major
HIVE-12451,2.0.0,Major
HIVE-12450,2.0.0,Critical
HIVE-12445,2.0.0,Major
HIVE-12435,2.0.0,Critical
HIVE-12407,2.0.0,Major
HIVE-12405,2.0.0,Major
HIVE-12404,2.0.0,Major
HIVE-12399,2.0.0,Critical
HIVE-12396,2.0.0,Major
HIVE-12394,2.0.0,Major
HIVE-12393,2.0.0,Major
HIVE-12391,2.0.0,Major
HIVE-12385,2.0.0,Major
HIVE-12378,2.0.0,Major
HIVE-12364,2.0.0,Critical
HIVE-12363,2.0.0,Major
HIVE-12349,2.0.0,Major
HIVE-12344,2.0.0,Major
HIVE-12332,2.0.0,Major
HIVE-12330,2.0.0,Major
HIVE-12315,2.0.0,Critical
HIVE-12304,2.0.0,Major
HIVE-12302,2.0.0,Major
HIVE-12281,2.0.0,Minor
HIVE-12264,2.0.0,Major
HIVE-12261,2.0.0,Major
HIVE-12260,2.0.0,Major
HIVE-12257,2.0.0,Major
HIVE-12246,2.0.0,Major
HIVE-12238,2.0.0,Major
HIVE-12234,2.0.0,Minor
HIVE-12223,2.0.0,Major
HIVE-12215,2.0.0,Major
HIVE-12210,2.0.0,Major
HIVE-12208,2.0.0,Major
HIVE-12207,2.0.0,Major
HIVE-12204,2.0.0,Major
HIVE-12198,2.0.0,Major
HIVE-12189,2.0.0,Major
HIVE-12171,2.0.0,Major
HIVE-12166,2.0.0,Major
HIVE-12090,2.0.0,Major
HIVE-12068,2.0.0,Major
HIVE-12058,2.0.0,Major
HIVE-12039,2.0.0,Major
HIVE-12021,2.0.0,Major
HIVE-12008,2.0.0,Major
HIVE-11980,2.0.0,Major
HIVE-11975,2.0.0,Minor
HIVE-11966,2.0.0,Major
HIVE-11954,2.0.0,Major
HIVE-11945,2.0.0,Major
HIVE-11932,2.0.0,Major
HIVE-11928,2.0.0,Major
HIVE-11922,2.0.0,Trivial
HIVE-11889,2.0.0,Major
HIVE-11875,2.0.0,Major
HIVE-11863,2.0.0,Major
HIVE-11860,2.0.0,Major
HIVE-11847,2.0.0,Major
HIVE-11843,2.0.0,Major
HIVE-11842,2.0.0,Major
HIVE-11841,2.0.0,Major
HIVE-11838,2.0.0,Major
HIVE-11835,2.0.0,Major
HIVE-11832,2.0.0,Major
HIVE-11826,2.0.0,Major
HIVE-11824,2.0.0,Major
HIVE-11821,2.0.0,Major
HIVE-11820,2.0.0,Major
HIVE-11813,2.0.0,Major
HIVE-11801,2.0.0,Major
HIVE-11795,2.0.0,Major
HIVE-11792,2.0.0,Major
HIVE-11781,2.0.0,Major
HIVE-11761,2.0.0,Major
HIVE-11751,2.0.0,Major
HIVE-11745,2.0.0,Major
HIVE-11726,2.0.0,Major
HIVE-11723,2.0.0,Major
HIVE-11721,2.0.0,Major
HIVE-11710,2.0.0,Major
HIVE-11705,2.0.0,Major
HIVE-11698,2.0.0,Major
HIVE-11696,2.0.0,Major
HIVE-11669,2.0.0,Major
HIVE-11658,2.0.0,Major
HIVE-11652,2.0.0,Major
HIVE-11604,2.0.0,Major
HIVE-11602,2.0.0,Major
HIVE-11596,2.0.0,Minor
HIVE-11594,2.0.0,Major
HIVE-11592,2.0.0,Major
HIVE-11590,2.0.0,Major
HIVE-11581,2.0.0,Major
HIVE-11578,2.0.0,Major
HIVE-11573,2.0.0,Major
HIVE-11556,2.0.0,Major
HIVE-11546,2.0.0,Major
HIVE-11541,2.0.0,Major
HIVE-11511,2.0.0,Major
HIVE-11498,2.0.0,Major
HIVE-11497,2.0.0,Major
HIVE-11493,2.0.0,Blocker
HIVE-11476,2.0.0,Minor
HIVE-11472,2.0.0,Minor
HIVE-11468,2.0.0,Critical
HIVE-11462,2.0.0,Major
HIVE-11452,2.0.0,Critical
HIVE-11451,2.0.0,Critical
HIVE-11446,2.0.0,Major
HIVE-11434,2.0.0,Major
HIVE-11433,2.0.0,Major
HIVE-11430,2.0.0,Major
HIVE-11428,2.0.0,Major
HIVE-11425,2.0.0,Major
HIVE-11423,2.0.0,Blocker
HIVE-11413,2.0.0,Trivial
HIVE-11406,2.0.0,Major
HIVE-11397,2.0.0,Major
HIVE-11375,2.0.0,Major
HIVE-11332,2.0.0,Major
HIVE-11312,2.0.0,Blocker
HIVE-11303,2.0.0,Major
HIVE-11293,2.0.0,Minor
HIVE-11284,2.0.0,Major
HIVE-11258,2.0.0,Major
HIVE-11255,2.0.0,Major
HIVE-11237,2.0.0,Major
HIVE-11230,2.0.0,Minor
HIVE-11229,2.0.0,Major
HIVE-11228,2.0.0,Major
HIVE-11221,2.0.0,Major
HIVE-11215,2.0.0,Minor
HIVE-11202,2.0.0,Major
HIVE-11198,2.0.0,Major
HIVE-11194,2.0.0,Major
HIVE-11165,2.0.0,Major
HIVE-11157,2.0.0,Major
HIVE-11135,2.0.0,Major
HIVE-11122,2.0.0,Major
HIVE-11120,2.0.0,Major
HIVE-11118,2.0.0,Major
HIVE-11102,2.0.0,Major
HIVE-11058,2.0.0,Major
HIVE-11051,2.0.0,Critical
HIVE-11043,2.0.0,Major
HIVE-11038,2.0.0,Blocker
HIVE-11035,2.0.0,Major
HIVE-11031,2.0.0,Critical
HIVE-11023,2.0.0,Critical
HIVE-11021,2.0.0,Major
HIVE-10996,2.0.0,Critical
HIVE-10974,2.0.0,Major
HIVE-10972,2.0.0,Major
HIVE-10707,2.0.0,Trivial
HIVE-10651,2.0.0,Minor
HIVE-10233,2.0.0,Major
HIVE-10021,2.0.0,Major
HIVE-9499,2.0.0,Major
HIVE-7428,2.0.0,Major
HIVE-4413,2.0.0,Major
HIVE-4243,2.0.0,Major
HIVE-1863,2.0.0,Major
HIVE-16554,2.0.1,Major
HIVE-16239,2.0.1,Major
HIVE-16107,2.0.1,Major
HIVE-15105,2.0.1,Major
HIVE-15096,2.0.1,Major
HIVE-15090,2.0.1,Major
HIVE-14903,2.0.1,Minor
HIVE-14829,2.0.1,Major
HIVE-14820,2.0.1,Major
HIVE-14805,2.0.1,Major
HIVE-14566,2.0.1,Critical
HIVE-14433,2.0.1,Major
HIVE-14322,2.0.1,Major
HIVE-14223,2.0.1,Major
HIVE-14164,2.0.1,Major
HIVE-14153,2.0.1,Major
HIVE-14074,2.0.1,Major
HIVE-14049,2.0.1,Major
HIVE-14032,2.0.1,Major
HIVE-14019,2.0.1,Major
HIVE-13987,2.0.1,Minor
HIVE-13904,2.0.1,Major
HIVE-13883,2.0.1,Minor
HIVE-13621,2.0.1,Major
HIVE-13494,2.0.1,Major
HIVE-13264,2.0.1,Major
HIVE-13197,2.0.1,Major
HIVE-13134,2.0.1,Major
HIVE-13108,2.0.1,Major
HIVE-22207,2.1.0,Major
HIVE-22165,2.1.0,Major
HIVE-22054,2.1.0,Major
HIVE-21009,2.1.0,Major
HIVE-20628,2.1.0,Major
HIVE-20080,2.1.0,Major
HIVE-19860,2.1.0,Major
HIVE-19743,2.1.0,Major
HIVE-19250,2.1.0,Minor
HIVE-19231,2.1.0,Major
HIVE-19230,2.1.0,Minor
HIVE-18572,2.1.0,Major
HIVE-18459,2.1.0,Major
HIVE-18250,2.1.0,Major
HIVE-17829,2.1.0,Critical
HIVE-17664,2.1.0,Major
HIVE-17659,2.1.0,Major
HIVE-17460,2.1.0,Major
HIVE-17429,2.1.0,Major
HIVE-17368,2.1.0,Major
HIVE-17279,2.1.0,Major
HIVE-16421,2.1.0,Major
HIVE-16385,2.1.0,Major
HIVE-16287,2.1.0,Minor
HIVE-16274,2.1.0,Major
HIVE-16163,2.1.0,Major
HIVE-15995,2.1.0,Major
HIVE-15903,2.1.0,Major
HIVE-15902,2.1.0,Major
HIVE-15862,2.1.0,Major
HIVE-15769,2.1.0,Major
HIVE-15752,2.1.0,Major
HIVE-15646,2.1.0,Major
HIVE-15552,2.1.0,Critical
HIVE-15531,2.1.0,Minor
HIVE-15517,2.1.0,Major
HIVE-15498,2.1.0,Major
HIVE-15443,2.1.0,Major
HIVE-15402,2.1.0,Major
HIVE-15355,2.1.0,Major
HIVE-15329,2.1.0,Major
HIVE-15311,2.1.0,Major
HIVE-15308,2.1.0,Major
HIVE-15297,2.1.0,Major
HIVE-15295,2.1.0,Minor
HIVE-15291,2.1.0,Major
HIVE-15285,2.1.0,Major
HIVE-15267,2.1.0,Major
HIVE-15257,2.1.0,Major
HIVE-15247,2.1.0,Major
HIVE-15239,2.1.0,Major
HIVE-15237,2.1.0,Major
HIVE-15234,2.1.0,Major
HIVE-15190,2.1.0,Critical
HIVE-15181,2.1.0,Critical
HIVE-15175,2.1.0,Major
HIVE-15160,2.1.0,Major
HIVE-15158,2.1.0,Major
HIVE-15155,2.1.0,Minor
HIVE-15123,2.1.0,Major
HIVE-15110,2.1.0,Major
HIVE-15099,2.1.0,Major
HIVE-15096,2.1.0,Major
HIVE-15090,2.1.0,Major
HIVE-15070,2.1.0,Major
HIVE-15050,2.1.0,Major
HIVE-15035,2.1.0,Blocker
HIVE-15030,2.1.0,Major
HIVE-15029,2.1.0,Major
HIVE-14982,2.1.0,Major
HIVE-14980,2.1.0,Critical
HIVE-14966,2.1.0,Major
HIVE-14960,2.1.0,Minor
HIVE-14959,2.1.0,Major
HIVE-14924,2.1.0,Major
HIVE-14873,2.1.0,Major
HIVE-14839,2.1.0,Minor
HIVE-14829,2.1.0,Major
HIVE-14819,2.1.0,Major
HIVE-14814,2.1.0,Major
HIVE-14798,2.1.0,Major
HIVE-14792,2.1.0,Major
HIVE-14779,2.1.0,Minor
HIVE-14773,2.1.0,Major
HIVE-14726,2.1.0,Major
HIVE-14706,2.1.0,Critical
HIVE-14698,2.1.0,Major
HIVE-14697,2.1.0,Major
HIVE-14690,2.1.0,Major
HIVE-14686,2.1.0,Major
HIVE-14678,2.1.0,Trivial
HIVE-14674,2.1.0,Critical
HIVE-14652,2.1.0,Blocker
HIVE-14620,2.1.0,Major
HIVE-14619,2.1.0,Critical
HIVE-14617,2.1.0,Major
HIVE-14591,2.1.0,Major
HIVE-14566,2.1.0,Critical
HIVE-14564,2.1.0,Critical
HIVE-14563,2.1.0,Major
HIVE-14557,2.1.0,Major
HIVE-14530,2.1.0,Major
HIVE-14529,2.1.0,Major
HIVE-14483,2.1.0,Critical
HIVE-14481,2.1.0,Major
HIVE-14463,2.1.0,Major
HIVE-14424,2.1.0,Major
HIVE-14416,2.1.0,Major
HIVE-14402,2.1.0,Major
HIVE-14397,2.1.0,Critical
HIVE-14394,2.1.0,Major
HIVE-14393,2.1.0,Major
HIVE-14381,2.1.0,Major
HIVE-14367,2.1.0,Major
HIVE-14355,2.1.0,Critical
HIVE-14339,2.1.0,Major
HIVE-14338,2.1.0,Major
HIVE-14333,2.1.0,Critical
HIVE-14330,2.1.0,Critical
HIVE-14326,2.1.0,Critical
HIVE-14324,2.1.0,Critical
HIVE-14322,2.1.0,Major
HIVE-14310,2.1.0,Critical
HIVE-14308,2.1.0,Major
HIVE-14307,2.1.0,Major
HIVE-14295,2.1.0,Minor
HIVE-14294,2.1.0,Major
HIVE-14293,2.1.0,Major
HIVE-14292,2.1.0,Major
HIVE-14274,2.1.0,Major
HIVE-14258,2.1.0,Major
HIVE-14254,2.1.0,Minor
HIVE-14244,2.1.0,Major
HIVE-14236,2.1.0,Major
HIVE-14234,2.1.0,Minor
HIVE-14210,2.1.0,Major
HIVE-14197,2.1.0,Major
HIVE-14192,2.1.0,Major
HIVE-14184,2.1.0,Major
HIVE-14178,2.1.0,Major
HIVE-14176,2.1.0,Major
HIVE-14175,2.1.0,Major
HIVE-14174,2.1.0,Major
HIVE-14164,2.1.0,Major
HIVE-14153,2.1.0,Major
HIVE-14150,2.1.0,Critical
HIVE-14149,2.1.0,Major
HIVE-14144,2.1.0,Major
HIVE-14141,2.1.0,Minor
HIVE-14133,2.1.0,Major
HIVE-14132,2.1.0,Major
HIVE-14126,2.1.0,Major
HIVE-14122,2.1.0,Critical
HIVE-14121,2.1.0,Critical
HIVE-14115,2.1.0,Minor
HIVE-14098,2.1.0,Major
HIVE-14090,2.1.0,Major
HIVE-14073,2.1.0,Major
HIVE-14062,2.1.0,Major
HIVE-14060,2.1.0,Major
HIVE-14059,2.1.0,Minor
HIVE-14053,2.1.0,Minor
HIVE-14010,2.1.0,Major
HIVE-14004,2.1.0,Major
HIVE-14003,2.1.0,Major
HIVE-13997,2.1.0,Major
HIVE-13974,2.1.0,Blocker
HIVE-13973,2.1.0,Major
HIVE-13972,2.1.0,Blocker
HIVE-13961,2.1.0,Blocker
HIVE-13955,2.1.0,Blocker
HIVE-13945,2.1.0,Critical
HIVE-13934,2.1.0,Major
HIVE-13929,2.1.0,Blocker
HIVE-13928,2.1.0,Critical
HIVE-13927,2.1.0,Major
HIVE-13924,2.1.0,Critical
HIVE-13914,2.1.0,Major
HIVE-13912,2.1.0,Blocker
HIVE-13911,2.1.0,Major
HIVE-13904,2.1.0,Major
HIVE-13889,2.1.0,Trivial
HIVE-13887,2.1.0,Major
HIVE-13882,2.1.0,Major
HIVE-13878,2.1.0,Major
HIVE-13876,2.1.0,Critical
HIVE-13872,2.1.0,Major
HIVE-13871,2.1.0,Major
HIVE-13867,2.1.0,Blocker
HIVE-13863,2.1.0,Major
HIVE-13861,2.1.0,Major
HIVE-13859,2.1.0,Major
HIVE-13856,2.1.0,Blocker
HIVE-13849,2.1.0,Critical
HIVE-13845,2.1.0,Minor
HIVE-13841,2.1.0,Major
HIVE-13840,2.1.0,Critical
HIVE-13834,2.1.0,Major
HIVE-13833,2.1.0,Minor
HIVE-13832,2.1.0,Major
HIVE-13831,2.1.0,Major
HIVE-13821,2.1.0,Critical
HIVE-13818,2.1.0,Critical
HIVE-13809,2.1.0,Major
HIVE-13784,2.1.0,Blocker
HIVE-13779,2.1.0,Major
HIVE-13777,2.1.0,Major
HIVE-13767,2.1.0,Major
HIVE-13753,2.1.0,Major
HIVE-13751,2.1.0,Major
HIVE-13743,2.1.0,Major
HIVE-13730,2.1.0,Blocker
HIVE-13728,2.1.0,Major
HIVE-13720,2.1.0,Major
HIVE-13719,2.1.0,Major
HIVE-13712,2.1.0,Major
HIVE-13705,2.1.0,Major
HIVE-13702,2.1.0,Major
HIVE-13701,2.1.0,Major
HIVE-13700,2.1.0,Major
HIVE-13693,2.1.0,Major
HIVE-13686,2.1.0,Major
HIVE-13683,2.1.0,Major
HIVE-13671,2.1.0,Major
HIVE-13645,2.1.0,Minor
HIVE-13628,2.1.0,Major
HIVE-13622,2.1.0,Critical
HIVE-13621,2.1.0,Major
HIVE-13619,2.1.0,Major
HIVE-13600,2.1.0,Major
HIVE-13599,2.1.0,Critical
HIVE-13572,2.1.0,Major
HIVE-13563,2.1.0,Major
HIVE-13533,2.1.0,Major
HIVE-13510,2.1.0,Critical
HIVE-13494,2.1.0,Major
HIVE-13488,2.1.0,Major
HIVE-13487,2.1.0,Major
HIVE-13485,2.1.0,Major
HIVE-13458,2.1.0,Major
HIVE-13452,2.1.0,Major
HIVE-13438,2.1.0,Major
HIVE-13434,2.1.0,Major
HIVE-13396,2.1.0,Major
HIVE-13388,2.1.0,Major
HIVE-13383,2.1.0,Major
HIVE-13361,2.1.0,Critical
HIVE-13343,2.1.0,Major
HIVE-13342,2.1.0,Major
HIVE-13330,2.1.0,Critical
HIVE-13327,2.1.0,Major
HIVE-13325,2.1.0,Major
HIVE-13320,2.1.0,Major
HIVE-13291,2.1.0,Major
HIVE-13287,2.1.0,Major
HIVE-13285,2.1.0,Critical
HIVE-13284,2.1.0,Major
HIVE-13269,2.1.0,Major
HIVE-13267,2.1.0,Major
HIVE-13262,2.1.0,Major
HIVE-13258,2.1.0,Major
HIVE-13256,2.1.0,Major
HIVE-13255,2.1.0,Major
HIVE-13251,2.1.0,Major
HIVE-13246,2.1.0,Trivial
HIVE-13245,2.1.0,Major
HIVE-13242,2.1.0,Major
HIVE-13233,2.1.0,Major
HIVE-13227,2.1.0,Major
HIVE-13225,2.1.0,Major
HIVE-13223,2.1.0,Major
HIVE-13210,2.1.0,Major
HIVE-13209,2.1.0,Major
HIVE-13199,2.1.0,Major
HIVE-13197,2.1.0,Major
HIVE-13191,2.1.0,Major
HIVE-13190,2.1.0,Major
HIVE-13185,2.1.0,Major
HIVE-13163,2.1.0,Major
HIVE-13153,2.1.0,Major
HIVE-13135,2.1.0,Major
HIVE-13134,2.1.0,Major
HIVE-13128,2.1.0,Critical
HIVE-13119,2.1.0,Critical
HIVE-13110,2.1.0,Major
HIVE-13109,2.1.0,Major
HIVE-13100,2.1.0,Major
HIVE-13096,2.1.0,Major
HIVE-13094,2.1.0,Major
HIVE-13089,2.1.0,Major
HIVE-13087,2.1.0,Major
HIVE-13086,2.1.0,Major
HIVE-13083,2.1.0,Major
HIVE-13079,2.1.0,Major
HIVE-13077,2.1.0,Major
HIVE-13070,2.1.0,Major
HIVE-13062,2.1.0,Major
HIVE-13042,2.1.0,Major
HIVE-13036,2.1.0,Major
HIVE-13032,2.1.0,Blocker
HIVE-13016,2.1.0,Major
HIVE-13015,2.1.0,Major
HIVE-12999,2.1.0,Major
HIVE-12995,2.1.0,Major
HIVE-12993,2.1.0,Major
HIVE-12990,2.1.0,Major
HIVE-12980,2.1.0,Minor
HIVE-12964,2.1.0,Major
HIVE-12937,2.1.0,Major
HIVE-12933,2.1.0,Major
HIVE-12911,2.1.0,Blocker
HIVE-12881,2.1.0,Major
HIVE-12879,2.1.0,Major
HIVE-12864,2.1.0,Major
HIVE-12846,2.1.0,Critical
HIVE-12837,2.1.0,Major
HIVE-12826,2.1.0,Major
HIVE-12820,2.1.0,Major
HIVE-12812,2.1.0,Major
HIVE-12809,2.1.0,Major
HIVE-12800,2.1.0,Major
HIVE-12792,2.1.0,Blocker
HIVE-12762,2.1.0,Major
HIVE-12758,2.1.0,Major
HIVE-12757,2.1.0,Major
HIVE-12752,2.1.0,Minor
HIVE-12743,2.1.0,Major
HIVE-12741,2.1.0,Major
HIVE-12735,2.1.0,Major
HIVE-12728,2.1.0,Critical
HIVE-12712,2.1.0,Major
HIVE-12694,2.1.0,Major
HIVE-12687,2.1.0,Major
HIVE-12685,2.1.0,Major
HIVE-12684,2.1.0,Major
HIVE-12662,2.1.0,Major
HIVE-12656,2.1.0,Major
HIVE-12644,2.1.0,Major
HIVE-12639,2.1.0,Major
HIVE-12635,2.1.0,Major
HIVE-12633,2.1.0,Major
HIVE-12614,2.1.0,Minor
HIVE-12609,2.1.0,Major
HIVE-12584,2.1.0,Critical
HIVE-12478,2.1.0,Major
HIVE-12165,2.1.0,Critical
HIVE-7239,2.1.0,Major
HIVE-25968,2.1.1,Major
HIVE-25262,2.1.1,Minor
HIVE-23489,2.1.1,Major
HIVE-22664,2.1.1,Major
HIVE-22601,2.1.1,Major
HIVE-21185,2.1.1,Major
HIVE-21111,2.1.1,Major
HIVE-21081,2.1.1,Minor
HIVE-21009,2.1.1,Major
HIVE-20843,2.1.1,Major
HIVE-20756,2.1.1,Major
HIVE-20331,2.1.1,Major
HIVE-20172,2.1.1,Major
HIVE-19388,2.1.1,Major
HIVE-19202,2.1.1,Critical
HIVE-19101,2.1.1,Major
HIVE-18859,2.1.1,Major
HIVE-18829,2.1.1,Major
HIVE-18421,2.1.1,Major
HIVE-18390,2.1.1,Major
HIVE-18293,2.1.1,Critical
HIVE-18234,2.1.1,Major
HIVE-17942,2.1.1,Major
HIVE-17832,2.1.1,Major
HIVE-17764,2.1.1,Major
HIVE-17679,2.1.1,Major
HIVE-17664,2.1.1,Major
HIVE-17659,2.1.1,Major
HIVE-17624,2.1.1,Major
HIVE-17619,2.1.1,Major
HIVE-17501,2.1.1,Major
HIVE-17469,2.1.1,Major
HIVE-17352,2.1.1,Major
HIVE-17309,2.1.1,Major
HIVE-17272,2.1.1,Major
